cites,name,title,year
122,Zheng Zhang,On the impact of replica placement to the reliability of distributed brick storage systems,2005.0
119,Zheng Zhang,SOMO: Self-organized metadata overlay for resource management in P2P DHT,2003.0
112,Zheng Zhang,A Measurement Study of a Peer-to-Peer Video-on-Demand System.,2007.0
109,Zheng Zhang,WiDS Checker: Combating Bugs in Distributed Systems.,2007.0
107,Zheng Zhang,Building low-maintenance expressways for p2p systems,2002.0
92,Zheng Zhang,GridCast: Improving peer sharing for P2P VoD,2008.0
92,Zheng Zhang,Robust incentives via multi‐level Tit‐for‐Tat,2008.0
92,Zheng Zhang,Speeding up irregular applications in shared-memory multiprocessors: Memory binding and group prefetching,1995.0
91,Zheng Zhang,Practical defenses against BGP prefix hijacking,2007.0
90,Zheng Zhang,Object-level migration in a partition-based distributed file system,2004.0
87,Zheng Zhang,Model-potential calculation of lifetimes of Rydberg states of alkali atoms,1990.0
78,Zheng Zhang,Reducing remote conflict misses: NUMA with remote cache versus COMA,1997.0
75,Zheng Zhang,Towards cinematic internet video-on-demand,2008.0
69,Zheng Zhang,MadLINQ: large-scale distributed matrix computation for the cloud,2012.0
69,Zheng Zhang,MPIWiz: Subgroup reproducible replay of MPI applications,2009.0
68,Zheng Zhang,Routing in peer-to-peer networks,2010.0
68,Zheng Zhang,Namespace service in a distributed file system using a database management system,2003.0
67,Zheng Zhang,Deployment of a Large-scale Peer-to-Peer Social Network.,2004.0
66,Zheng Zhang,"Data overlay, self-organized metadata overlay, and associated methods",2007.0
66,Zheng Zhang,BitVault: A highly reliable distributed data retention platform,2007.0
66,Zheng Zhang,A practical distributed mutual exclusion protocol in dynamic peer-to-peer systems,2005.0
65,Zheng Zhang,Evaluation of edge caching/off loading for dynamic content delivery,2004.0
57,Zheng Zhang,Failure recovery: When the cure is worse than the disease,2013.0
57,Zheng Zhang,Reperasure: Replication protocol using erasure-code in peer-to-peer storage network,2002.0
56,Zheng Zhang,Designing a Robust Namespace for Distributed File Services,2001.0
53,Zheng Zhang,Namespace management in a distributed file system,2007.0
51,Zheng Zhang,Namespace management in a distributed file system,2004.0
50,Zheng Zhang,An Architecture for Scalable and Manageable File Services,2001.0
49,Zheng Zhang,Cluster storage collection based data management,2008.0
49,Zheng Zhang,"Method, apparatus, and system for expressway routing among peers",2007.0
48,Zheng Zhang,"First step toward model-free, anonymous object tracking with recurrent neural networks",2015.0
48,Zheng Zhang,"Friends troubleshooting network: Towards privacy-preserving, automatic troubleshooting",2005.0
47,Zheng Zhang,Collection-based object replication,2012.0
47,Zheng Zhang,Optimization of traffic routing for data center services,2012.0
46,Zheng Zhang,"Overlay node placement: Analysis, algorithms and impact on applications",2007.0
45,Zheng Zhang,RepStore: A self-managing and self-tuning storage backend with smart bricks,2004.0
44,Zheng Zhang,Error-bounded sampling for analytics on big sparse data,2014.0
44,Zheng Zhang,Attentional Neural Network: Feature Selection Using Cognitive Feedback,2014.0
44,Zheng Zhang,Trading replication consistency for performance and availability: an adaptive approach,2003.0
39,Zheng Zhang,Evaluation and optimization of a peer-to-peer video-on-demand system,2008.0
38,Zheng Zhang,Checkpoint computer system utilizing a FIFO buffer to re-synchronize the memory systems on the detection of an error,2001.0
36,Zheng Zhang,On the placement of infrastructure overlay nodes,2009.0
36,Zheng Zhang,Low-power distributed event detection in wireless sensor networks,2007.0
35,Zheng Zhang,A framework for lazy replication in P2P VoD,2008.0
35,Zheng Zhang,WiDS: An Integrated Toolkit for Distributed System Development.,2005.0
35,Zheng Zhang,The performance of the cedar multistage switching network,1997.0
35,Zheng Zhang,The performance of the Cedar multistage switching network,1994.0
34,Zheng Zhang,Extensible browser platform for web applications,2012.0
34,Zheng Zhang,Extending a standard-based remote file access protocol and maintaining compatibility with a standard protocol stack,2007.0
33,Zheng Zhang,Enforcing file authorization access,2010.0
33,Zheng Zhang,A multi-dimensional reputation system combined with trust and incentive mechanisms in P2P file sharing systems,2007.0
31,Zheng Zhang,Event-based automated diagnosis of known problems,2007.0
30,Zheng Zhang,Simulating large-scale p2p systems with the wids toolkit,2005.0
30,Zheng Zhang,Separate read and write servers in a distributed file system,2005.0
29,Zheng Zhang,Distribution of physical file systems,2003.0
28,Zheng Zhang,Placing an object at a node in a peer-to-peer system based on storage utilization,2009.0
28,Zheng Zhang,Machine Bank: Own your virtual personal computer,2007.0
27,Zheng Zhang,Minerva: A Scalable and Highly Efficient Training Platform for Deep Learning,2014.0
26,Zheng Zhang,Hang analysis: Fighting responsiveness bugs,2008.0
25,Zheng Zhang,Proxy+: Simple proxy augmentation for dynamic content processing,2004.0
25,Zheng Zhang,Distance-adaptive update protocols for scalable shared-memory multiprocessors,1996.0
24,Zheng Zhang,Method and apparatus for mapping peers to an overlay network,2011.0
21,Zheng Zhang,Mutual exclusion techniques in a dynamic peer-to-peer environment,2009.0
20,Zheng Zhang,Impression store: Compressive sensing-based storage for big data analytics,2014.0
20,Zheng Zhang,Hybrid object placement in a distributed storage system,2009.0
19,Zheng Zhang,Language-based replay via data flow cut,2010.0
18,Zheng Zhang,Distributed Outlier Detection using Compressive Sensing,2015.0
18,Zheng Zhang,Z-Ring: Fast prefix routing via a low maintenance membership protocol,2005.0
17,Zheng Zhang,An analytical framework and its applications for studying brick storage reliability,2007.0
15,Zheng Zhang,Method and apparatus for generating a routing table,2008.0
14,Zheng Zhang,Distributed system simulation: slow message relaxation,2009.0
14,Zheng Zhang,DiFFS: a Scalable Distributed File System,2001.0
13,Zheng Zhang,Expressway routing among peers,2007.0
12,Zheng Zhang,The power of dht as a logical space,2004.0
12,Zheng Zhang,Method for reducing coherent misses in shared-memory multiprocessors utilizing lock-binding prefetchs,2003.0
11,Zheng Zhang,A scalable and topology configurable protocol for distributed parameter synchronization,2014.0
11,Zheng Zhang,Sigma: A fault-tolerant mutual exclusion algorithm in dynamic distributed systems subject to process crashes and memory losses,2005.0
11,Zheng Zhang,Checkpoint computer system utilizing a FIFO buffer to re-synchronize and recover the system on the detection of an error,2004.0
11,Zheng Zhang,File virtualization with directnfs,2002.0
11,Zheng Zhang,File Virtualization with DirectNFS,2002.0
10,Zheng Zhang,Saliency-based Sequential Image Attention with Multiset Prediction,2017.0
10,Zheng Zhang,A hybrid model checking and runtime monitoring method for c++ web services,2009.0
9,Zheng Zhang,Loss Functions for Multiset Prediction,2017.0
9,Zheng Zhang,AutoLog: facing log redundancy and insufficiency,2011.0
9,Zheng Zhang,Creating expressway for overlay routing,2009.0
9,Zheng Zhang,"Scalable, structured data placement over p2p storage utilities",2004.0
9,Zheng Zhang,Self-balanced P2P expressway: when Marxism meets Confucian,2002.0
9,Zheng Zhang,Untitled,
8,Zheng Zhang,Hybrid programming,2011.0
8,Zheng Zhang,Analytical Framework for Multinode Storage Reliability Analysis,2007.0
8,Zheng Zhang,XRing: Achieving high-performance routing adaptively in structured P2P,2004.0
7,Zheng Zhang,FiLM: a runtime monitoring tool for distributed systems,2009.0
7,Zheng Zhang,Conditional correlation analysis for safe region-based memory management,2008.0
7,Zheng Zhang,A dataflow model for .NET-based Grid Computing systems,2007.0
7,Zheng Zhang,Placing an object at a node in a peer-to-peer system based on a zoom-in algorithm,2006.0
6,Zheng Zhang,Towards pragmatic library-based replay,2008.0
6,Zheng Zhang,"Deep graph library, 2018",
5,Zheng Zhang,BOX: Icing the APIs,2008.0
5,Zheng Zhang,Recovery of Memory and Process in DSM Systems: HA Issue#,2001.0
5,Zheng Zhang,"Excel-NUMA: toward programmability, simplicity, and high performance",1999.0
4,Zheng Zhang,Learning Word Embeddings from Intrinsic and Extrinsic Views,2016.0
4,Zheng Zhang,Traversing runtime spanning trees,2005.0
4,Zheng Zhang,P2P resource pool and its application to optimize wide-area application level multicasting,2004.0
4,Zheng Zhang,XRing: a Robust and High-Performance P2P DHT,2004.0
4,Zheng Zhang,Enabling multimedia adaptation services in content delivery networks,2003.0
3,Zheng Zhang,"Dependability, access diversity, low cost: pick two",2007.0
3,Zheng Zhang,Using model checker and replay facility to debug complex distributed system,2005.0
3,Zheng Zhang,Feasibilty Study on Upward Mining in 1-2 Mine Seam of Yima Mine [J],2005.0
3,Zheng Zhang,Placing an object at a node within a logical space in a peer-to-peer system,2002.0
3,Zheng Zhang,Data Migration in a Distributed File Service,2001.0
3,Zheng Zhang,Cross-Partition Protocols in a Distributed File Service,2001.0
2,Zheng Zhang,Segtree Transformer: Iterative Refinement of Hierarchical Features,2019.0
2,Zheng Zhang,MoonBox: debugging with online slicing and dryrun,2012.0
2,Zheng Zhang,Corey: an Operating System for Many Cores,2008.0
2,Zheng Zhang,Islands in the MSN Messenger buddy network,2008.0
2,Zheng Zhang,Memory System Performance of a Database in a Shared-Memory Multiprocessor,2007.0
2,Zheng Zhang,Can a file system virtualize processors?,2007.0
2,Zheng Zhang,Playing tic-tac-toe game using model checking,
1,Zheng Zhang,A dataflow system for unreliable computing environments,2006.0
1,Zheng Zhang,High Availability Issues in DSM Systems: Research Opportunities,1997.0
1,Zheng Zhang,AStatistical CHARACTERIZATION OF ATTENTIONS IN GRAPH NEURAL NETWORKS,
110,Bruno Abrahao,Self-Adaptive SLA-Driven Capacity Management for Internet Services,2006.0
92,Bruno Abrahao,On the Intrinsic Locality Properties of Web Reference Streams,2003.0
92,Bruno Abrahao,On the Intrinsic Locality Properties of Web Reference Streams,2003.0
79,Bruno Abrahao,Trace complexity of network inference,2013.0
71,Bruno Abrahao,Reputation offsets trust judgments based on social biases among Airbnb users,2017.0
54,Bruno Abrahao,A score test for detection of time series outliers,1988.0
51,Bruno Abrahao,On the Separability of Structural Classes of Communities,2012.0
44,Bruno Abrahao,Combinatorial Partial Monitoring Game with Linear Feedback and Its Applications,2014.0
44,Bruno Abrahao,On the Internet Delay Space Dimensionality,2008.0
29,Bruno Abrahao,Fractal Characterization of Web Workloads,2002.0
25,Bruno Abrahao,A social media study on the effects of psychiatric medication use,2019.0
23,Bruno Abrahao,More stars or more reviews?,2018.0
22,Bruno Abrahao,Characterizing Application Workloads on CPU Utilization for Utility Computing,2004.0
20,Bruno Abrahao,A separability framework for analyzing community structure,2014.0
17,Bruno Abrahao,Method and Apparatus for Computational Analysis,2010.0
17,Bruno Abrahao,Method and Apparatus for Computational Analysis,2010.0
6,Bruno Abrahao,Characterizing Datasets Using Fractal Methods,2003.0
5,Bruno Abrahao,Characterizing e-Business Workloads Using Fractal Methods,2002.0
4,Bruno Abrahao,Evaluating Cache-Layering to Improve Web Cache System Performance,2008.0
1,Bruno Abrahao,Power Imbalance and Rating Systems.,2016.0
1,Bruno Abrahao,Gerenciamento Autônomo de Capacidade para Centro de Dados da Internet,2005.0
5765,Keith Ross,Computer networking: a top-down approach featuring the Internet,2012
2095,Keith Ross,Named data networking,2014
1188,Keith Ross,A measurement study of a large-scale P2P IPTV system,2007
1128,Keith Ross,Multiservice loss models for broadband telecommunication networks,2012
1093,Keith Ross,"Interconnections: Bridges, Routers, Switches and Internetworking Protocols, 2/e",2000
607,Keith Ross,Object replication strategies in content distribution networks,2002
605,Keith Ross,Redes de Computadores ea Internet: uma abordagem top-down,2007
597,Keith Ross,Redes de Computadores e a Internet,2006
492,Keith Ross,Pollution in P2P file sharing systems,2005
444,Keith Ross,Stochastic fluid theory for P2P streaming systems,2007
358,Keith Ross,Hierarchical peer-to-peer systems,2003
349,Keith Ross,Video-on-demand over ATM: Constant-rate transmission and transport,1996
339,Keith Ross,The Stochastic Knapsack,1989
